noise_pct,evasion_rate,still_exact_class
0.0,0.0,1.0
0.05,0.03404163983687487,0.9638549044859412
0.1,0.0472204335694355,0.9506331830864992
0.2,0.056578664949559994,0.9411890963726122
0.4,0.06743936467053016,0.9305001073191672
0.8,0.08182013307576733,0.9162910495814552
